"username","gender","deg","betweeness","job_cat_simplified","year"
"ID250","male",1,0,"Research Fellow",2016
"ID253","female",0,0,"Research Assistant / Associate",2016
"ID254","female",0,0,"Research Fellow",2016
"ID255","female",0,0,"Professor",2016
"ID257","female",2,62.5016548293529,"Professor",2016
"ID258","male",3,0,"Professor",2016
"ID259","female",2,0,"Research Assistant / Associate",2016
"ID268","male",8,11.3426713218122,"Senior Lecturer / Reader",2016
"ID269","female",5,143,"Other",2016
"ID271","male",0,0,"Senior Lecturer / Reader",2016
"ID273","male",0,0,"Lecturer",2016
"ID275","female",0,0,"Research Fellow",2016
"ID276","female",0,0,"Other",2016
"ID277","female",1,0,"Research Fellow",2016
"ID281","female",0,0,"Other",2016
"ID283","female",1,0,"Other",2016
"ID285","male",3,51.9016772798581,"Professor",2016
"ID286","female",0,0,"Other",2016
"ID288","female",1,0,"Senior Lecturer / Reader",2016
"ID289","female",1,0,"Senior Lecturer / Reader",2016
"ID294","female",5,0,"Professor",2016
"ID295","female",6,359.79237016737,"Other",2016
"ID296","male",0,0,"Senior Lecturer / Reader",2016
"ID297","female",3,433.08556998557,"Professor",2016
"ID298","female",9,491.892034544292,"Professor",2016
"ID301","male",1,0,"Professor",2016
"ID302","male",3,2.29285714285714,"Professor",2016
"ID303","female",2,0,"Other",2016
"ID308","male",1,0,"Professor",2016
"ID310","male",11,1.94902597402597,"Professor",2016
"ID311","female",5,438.833333333333,"Professor",2016
"ID312","male",17,508.395018457754,"Professor",2016
"ID313","female",0,0,"Other",2016
"ID314","male",5,52.0224043865491,"Senior Lecturer / Reader",2016
"ID316","male",0,0,"Other",2016
"ID317","male",1,0,"Other",2016
"ID319","female",7,103.08220938664,"Other",2016
"ID323","female",1,0,"Research Fellow",2016
"ID325","female",1,0,"Research Fellow",2016
"ID329","male",3,9.33333333333333,"Research Fellow",2016
"ID330","female",0,0,"Lecturer",2016
"ID331","female",2,0,"Research Fellow",2016
"ID332","female",0,0,"Other",2016
"ID333","female",13,296.439486755934,"Professor",2016
"ID337","male",5,143,"Other",2016
"ID339","female",3,0,"Other",2016
"ID340","male",0,0,"Other",2016
"ID343","male",21,529.864660928181,"Professor",2016
"ID345","male",1,0,"Professor",2016
"ID346","male",0,0,"Research Assistant / Associate",2016
"ID349","male",4,285,"Professor",2016
"ID351","male",0,0,"Senior Lecturer / Reader",2016
"ID354","male",0,0,"Senior Lecturer / Reader",2016
"ID359","female",5,305.202651552652,"Professor",2016
"ID360","female",1,0,"Research Assistant / Associate",2016
"ID361","male",14,662.21842257626,"Professor",2016
"ID363","female",0,0,"Research Fellow",2016
"ID369","male",3,34.141067419894,"Lecturer",2016
"ID372","female",0,0,"Lecturer",2016
"ID378","male",27,1825.94180983409,"Professor",2016
"ID380","male",12,28.6394867559341,"Professor",2016
"ID382","male",2,0,"Senior Lecturer / Reader",2016
"ID384","male",5,355,"Professor",2016
"ID385","female",3,0,"Research Fellow",2016
"ID387","male",23,769.689676650038,"Professor",2016
"ID388","male",1,0,"Professor",2016
"ID389","male",2,0,"Research Fellow",2016
"ID391","male",6,209.166666666667,"Professor",2016
"ID395","female",1,0,"Research Fellow",2016
"ID396","male",0,0,"Student",2016
"ID398","male",3,0.5,"Professor",2016
"ID404","male",0,0,"Research Assistant / Associate",2016
"ID405","male",0,0,"Other",2016
"ID409","male",4,88.8333333333333,"Professor",2016
"ID410","male",0,0,"Research Assistant / Associate",2016
"ID413","female",5,285,"Other",2016
"ID415","female",1,0,"Senior Lecturer / Reader",2016
"ID416","male",4,2.08651903651904,"Research Assistant / Associate",2016
"ID428","female",1,0,"Research Fellow",2016
"ID429","female",0,0,"Lecturer",2016
"ID430","male",3,23.6666666666667,"Professor",2016
"ID432","female",5,50.206473165904,"Lecturer",2016
"ID434","male",8,189.137927663794,"Senior Lecturer / Reader",2016
"ID435","male",0,0,"Research Assistant / Associate",2016
"ID436","female",0,0,"Research Fellow",2016
"ID437","female",0,0,"Senior Lecturer / Reader",2016
"ID440","male",1,0,"Other",2016
"ID441","female",4,0.333333333333333,"Other",2016
"ID442","male",0,0,"Other",2016
"ID443","female",3,143,"Other",2016
"ID445","male",2,0,"Other",2016
"ID447","female",0,0,"Other",2016
"ID448","male",10,1816.07166049414,"Professor",2016
"ID452","female",0,0,"Research Assistant / Associate",2016
"ID454","male",6,5.40731409113762,"Professor",2016
"ID456","male",2,0,"Research Assistant / Associate",2016
"ID459","male",8,122.61494101686,"Professor",2016
"ID460","male",8,0,"Professor",2016
"ID464","female",4,2.25,"Professor",2016
"ID465","male",0,0,"Other",2016
"ID473","male",7,3005.77928147368,"Professor",2016
"ID475","female",8,0,"Senior Lecturer / Reader",2016
"ID476","male",3,0,"Lecturer",2016
"ID478","male",10,285,"Senior Lecturer / Reader",2016
"ID480","female",1,0,"Research Fellow",2016
"ID481","female",0,0,"Other",2016
"ID484","male",0,0,"Professor",2016
"ID485","male",0,0,"Other",2016
"ID486","male",0,0,"Other",2016
"ID487","male",2,0,"Research Fellow",2016
"ID488","male",10,0,"Other",2016
"ID489","female",0,0,"Other",2016
"ID492","female",1,0,"Professor",2016
"ID494","male",10,447.065854960726,"Professor",2016
"ID495","male",1,0,"Research Assistant / Associate",2016
"ID496","female",2,0,"Other",2016
"ID501","female",1,0,"Lecturer",2016
"ID506","male",8,0,"Other",2016
"ID510","male",0,0,"Research Assistant / Associate",2016
"ID3","female",0,0,"Student",2015
"ID10","female",13,2557.2,"Senior Lecturer / Reader",2015
"ID12","male",14,279.246426115977,"Senior Lecturer / Reader",2015
"ID16","female",6,172.366666666667,"Professor",2015
"ID18","male",0,0,"Research Fellow",2015
"ID23","female",0,0,"Other",2015
"ID24","female",4,0.333333333333333,"Professor",2015
"ID25","female",5,22.266438910247,"Research Fellow",2015
"ID26","male",11,389.309135838785,"Senior Lecturer / Reader",2015
"ID27","male",0,0,"Research Fellow",2015
"ID29","female",0,0,"Senior Lecturer / Reader",2015
"ID33","male",14,2841.72734911872,"Professor",2015
"ID35","male",0,0,"Research Assistant / Associate",2015
"ID39","female",0,0,"Other",2015
"ID43","male",4,632.916716616716,"Other",2015
"ID48","female",3,2,"Research Fellow",2015
"ID49","male",2,0,"Research Fellow",2015
"ID51","male",1,0,"Student",2015
"ID56","male",2,0,"Senior Lecturer / Reader",2015
"ID60","female",0,0,"Research Assistant / Associate",2015
"ID63","male",8,213.021039632882,"Professor",2015
"ID69","male",4,0,"Research Fellow",2015
"ID71","female",3,122,"Other",2015
"ID72","female",2,0,"Research Assistant / Associate",2015
"ID76","female",0,0,"Other",2015
"ID78","female",2,0,"Research Fellow",2015
"ID83","male",1,0,"Professor",2015
"ID84","female",1,0,"Research Assistant / Associate",2015
"ID85","male",0,0,"Research Assistant / Associate",2015
"ID87","male",1,0,"Research Assistant / Associate",2015
"ID88","female",1,0,"Lecturer",2015
"ID91","male",12,448.699563582877,"Professor",2015
"ID97","female",2,0,"Research Assistant / Associate",2015
"ID102","male",0,0,"Other",2015
"ID104","female",0,0,"Other",2015
"ID106","female",0,0,"Professor",2015
"ID107","male",4,360,"Research Assistant / Associate",2015
"ID108","male",10,423.843952233524,"Professor",2015
"ID109","female",3,0,"Research Fellow",2015
"ID111","male",2,0,"Senior Lecturer / Reader",2015
"ID112","male",3,0,"Other",2015
"ID115","female",8,915.029782317785,"Senior Lecturer / Reader",2015
"ID116","male",3,2.58333333333333,"Research Fellow",2015
"ID117","male",1,0,"Senior Lecturer / Reader",2015
"ID118","male",0,0,"Research Assistant / Associate",2015
"ID120","male",0,0,"Research Fellow",2015
"ID121","male",0,0,"Research Assistant / Associate",2015
"ID124","female",3,0,"Research Assistant / Associate",2015
"ID129","male",0,0,"Other",2015
"ID134","female",3,0,"Lecturer",2015
"ID141","male",10,251.224603174603,"Senior Lecturer / Reader",2015
"ID142","female",0,0,"Other",2015
"ID145","male",0,0,"Professor",2015
"ID146","female",0,0,"Senior Lecturer / Reader",2015
"ID147","female",0,0,"Research Fellow",2015
"ID149","male",0,0,"Research Assistant / Associate",2015
"ID153","male",2,0,"Other",2015
"ID154","male",17,1854.84354922114,"Professor",2015
"ID157","female",0,0,"Research Fellow",2015
"ID162","male",0,0,"Senior Lecturer / Reader",2015
"ID165","female",1,0,"Lecturer",2015
"ID166","male",10,194.183333333333,"Professor",2015
"ID167","female",0,0,"Research Assistant / Associate",2015
"ID168","male",0,0,"Senior Lecturer / Reader",2015
"ID169","male",8,834.344571505113,"Senior Lecturer / Reader",2015
"ID171","male",8,296.866666666667,"Professor",2015
"ID172","male",9,320.433344532145,"Senior Lecturer / Reader",2015
"ID173","female",2,0,"Research Assistant / Associate",2015
"ID177","male",3,1.83333333333333,"Senior Lecturer / Reader",2015
"ID181","female",8,0,"Research Assistant / Associate",2015
"ID182","male",0,0,"Research Assistant / Associate",2015
"ID183","male",3,0,"Other",2015
"ID185","male",3,122,"Other",2015
"ID186","male",2,0,"Research Fellow",2015
"ID195","female",2,605.448534798535,"Professor",2015
"ID197","female",7,713.934575383368,"Research Assistant / Associate",2015
"ID198","female",3,0,"Research Assistant / Associate",2015
"ID201","male",3,4.58333333333333,"Lecturer",2015
"ID203","female",0,0,"Research Assistant / Associate",2015
"ID205","female",2,122,"Senior Lecturer / Reader",2015
"ID206","female",6,39.35543989129,"Other",2015
"ID210","female",8,0,"Senior Lecturer / Reader",2015
"ID214","female",10,254.433333333333,"Lecturer",2015
"ID216","male",1,0,"Senior Lecturer / Reader",2015
"ID218","female",1,0,"Student",2015
"ID219","female",14,194.805421655339,"Professor",2015
"ID221","female",17,770.402082425199,"Other",2015
"ID225","male",10,433.93157243745,"Senior Lecturer / Reader",2015
"ID226","male",12,81.1016866597415,"Professor",2015
"ID227","male",0,0,"Research Assistant / Associate",2015
"ID233","female",0,0,"Research Fellow",2015
"ID243","male",4,2726,"Senior Lecturer / Reader",2015
"ID245","male",0,0,"Research Assistant / Associate",2015
"ID249","female",3,2309.72137862138,"Research Assistant / Associate",2015
"ID256","male",0,0,"Research Assistant / Associate",2015
"ID257","female",3,242,"Professor",2015
"ID258","male",4,69.0778670631785,"Professor",2015
"ID264","female",0,0,"Research Fellow",2015
"ID268","male",5,26.043030339226,"Senior Lecturer / Reader",2015
"ID269","female",3,0,"Other",2015
"ID271","male",0,0,"Senior Lecturer / Reader",2015
"ID273","male",0,0,"Lecturer",2015
"ID275","female",0,0,"Research Fellow",2015
"ID276","female",0,0,"Other",2015
"ID285","male",6,93.9944344764213,"Professor",2015
"ID288","female",3,0,"Senior Lecturer / Reader",2015
"ID289","female",6,94.4214236314081,"Senior Lecturer / Reader",2015
"ID294","female",6,237.416666666667,"Professor",2015
"ID296","male",0,0,"Senior Lecturer / Reader",2015
"ID297","female",2,122,"Professor",2015
"ID298","female",8,421.289138475903,"Professor",2015
"ID301","male",2,1,"Professor",2015
"ID302","male",9,27.7742431153204,"Professor",2015
"ID308","male",0,0,"Professor",2015
"ID310","male",12,309.78792531428,"Professor",2015
"ID311","female",7,395.2,"Professor",2015
"ID312","male",6,2.74444444444444,"Professor",2015
"ID313","female",0,0,"Other",2015
"ID314","male",3,47.5157268170426,"Senior Lecturer / Reader",2015
"ID316","male",0,0,"Other",2015
"ID317","male",1,0,"Other",2015
"ID319","female",5,13.9942865742788,"Other",2015
"ID323","female",0,0,"Research Fellow",2015
"ID325","female",0,0,"Research Fellow",2015
"ID329","male",3,242,"Research Fellow",2015
"ID330","female",2,0,"Lecturer",2015
"ID331","female",2,0,"Research Fellow",2015
"ID333","female",12,155.804730133987,"Professor",2015
"ID337","male",1,0,"Other",2015
"ID338","male",0,0,"Other",2015
"ID339","female",1,0,"Other",2015
"ID340","male",0,0,"Other",2015
"ID343","male",11,709.794655208577,"Professor",2015
"ID345","male",2,0,"Professor",2015
"ID349","male",5,452.416666666667,"Professor",2015
"ID351","male",0,0,"Senior Lecturer / Reader",2015
"ID354","male",1,0,"Senior Lecturer / Reader",2015
"ID359","female",2,1,"Professor",2015
"ID361","male",8,167.220784550076,"Professor",2015
"ID363","female",0,0,"Research Fellow",2015
"ID365","female",0,0,"Research Fellow",2015
"ID369","male",0,0,"Lecturer",2015
"ID372","female",0,0,"Lecturer",2015
"ID375","male",0,0,"Lecturer",2015
"ID377","female",0,0,"Lecturer",2015
"ID378","male",17,770.402082425199,"Professor",2015
"ID380","male",11,52.0940074783328,"Professor",2015
"ID382","male",4,0.333333333333333,"Senior Lecturer / Reader",2015
"ID384","male",2,0,"Professor",2015
"ID386","male",0,0,"Lecturer",2015
"ID387","male",17,333.269790743647,"Professor",2015
"ID388","male",0,0,"Professor",2015
"ID389","male",2,0,"Research Fellow",2015
"ID391","male",5,14.852380952381,"Professor",2015
"ID395","female",4,5.89356460532931,"Research Fellow",2015
"ID396","male",0,0,"Student",2015
"ID398","male",2,0,"Professor",2015
"ID401","female",0,0,"Student",2015
"ID404","male",0,0,"Research Assistant / Associate",2015
"ID409","male",5,162.9,"Professor",2015
"ID410","male",0,0,"Research Assistant / Associate",2015
"ID413","female",5,17.9036822826297,"Other",2015
"ID415","female",0,0,"Senior Lecturer / Reader",2015
"ID416","male",3,0,"Research Assistant / Associate",2015
"ID421","male",0,0,"Research Fellow",2015
"ID424","male",2,0,"Research Fellow",2015
"ID428","female",0,0,"Research Fellow",2015
"ID429","female",0,0,"Lecturer",2015
"ID430","male",4,2886.61515151515,"Professor",2015
"ID432","female",2,0,"Lecturer",2015
"ID434","male",8,419.116666666667,"Senior Lecturer / Reader",2015
"ID435","male",0,0,"Research Assistant / Associate",2015
"ID437","female",0,0,"Senior Lecturer / Reader",2015
"ID440","male",3,0,"Other",2015
"ID441","female",0,0,"Other",2015
"ID442","male",5,97.3273879712068,"Other",2015
"ID443","female",1,0,"Other",2015
"ID445","male",2,0,"Other",2015
"ID447","female",0,0,"Other",2015
"ID448","male",0,0,"Professor",2015
"ID452","female",1,0,"Research Assistant / Associate",2015
"ID453","female",0,0,"Research Assistant / Associate",2015
"ID454","male",7,121.144433928644,"Professor",2015
"ID456","male",1,0,"Research Assistant / Associate",2015
"ID459","male",4,0,"Professor",2015
"ID460","male",10,371.066666666667,"Professor",2015
"ID464","female",6,272.171340204731,"Professor",2015
"ID465","male",0,0,"Other",2015
"ID468","female",0,0,"Other",2015
"ID469","female",0,0,"Lecturer",2015
"ID473","male",3,142.5,"Professor",2015
"ID475","female",11,309.683333333333,"Senior Lecturer / Reader",2015
"ID476","male",0,0,"Lecturer",2015
"ID478","male",8,0,"Senior Lecturer / Reader",2015
"ID479","female",4,14.3690799396682,"Other",2015
"ID484","male",3,18.1333333333333,"Professor",2015
"ID485","male",0,0,"Other",2015
"ID486","male",0,0,"Other",2015
"ID487","male",3,0,"Research Fellow",2015
"ID488","male",3,7.75239238745431,"Other",2015
"ID489","female",0,0,"Other",2015
"ID492","female",0,0,"Professor",2015
"ID494","male",6,34.9848507486665,"Professor",2015
"ID496","female",1,0,"Other",2015
"ID501","female",1,0,"Lecturer",2015
"ID506","male",8,0,"Other",2015
"ID510","male",0,0,"Research Assistant / Associate",2015
"ID3","female",0,0,"Student",2014
"ID10","female",12,1436.83333333333,"Senior Lecturer / Reader",2014
"ID12","male",4,0,"Senior Lecturer / Reader",2014
"ID16","female",4,2.1,"Professor",2014
"ID21","female",0,0,"Lecturer",2014
"ID22","male",2,0,"Other",2014
"ID24","female",2,0,"Professor",2014
"ID26","male",5,12.0333333333333,"Senior Lecturer / Reader",2014
"ID27","male",0,0,"Research Fellow",2014
"ID33","male",24,2159.01666666667,"Professor",2014
"ID35","male",2,0,"Research Assistant / Associate",2014
"ID38","female",0,0,"Other",2014
"ID39","female",0,0,"Other",2014
"ID43","male",5,0.8,"Other",2014
"ID46","female",0,0,"Other",2014
"ID49","male",0,0,"Research Fellow",2014
"ID51","male",2,0,"Student",2014
"ID56","male",3,1.5,"Senior Lecturer / Reader",2014
"ID59","female",1,0,"Senior Lecturer / Reader",2014
"ID60","female",0,0,"Research Assistant / Associate",2014
"ID63","male",5,0.8,"Professor",2014
"ID67","male",2,0,"Research Assistant / Associate",2014
"ID69","male",0,0,"Research Fellow",2014
"ID71","female",0,0,"Other",2014
"ID72","female",1,0,"Research Assistant / Associate",2014
"ID76","female",0,0,"Other",2014
"ID83","male",1,0,"Professor",2014
"ID86","male",0,0,"Other",2014
"ID88","female",1,0,"Lecturer",2014
"ID91","male",11,451.883333333333,"Professor",2014
"ID96","female",0,0,"Other",2014
"ID104","female",0,0,"Other",2014
"ID105","female",2,0,"Senior Lecturer / Reader",2014
"ID106","female",4,4.7,"Professor",2014
"ID107","male",2,0,"Research Assistant / Associate",2014
"ID108","male",8,357.016666666667,"Professor",2014
"ID109","female",2,0,"Research Fellow",2014
"ID111","male",3,0,"Senior Lecturer / Reader",2014
"ID115","female",5,2263,"Senior Lecturer / Reader",2014
"ID117","male",0,0,"Senior Lecturer / Reader",2014
"ID120","male",0,0,"Research Fellow",2014
"ID121","male",0,0,"Research Assistant / Associate",2014
"ID124","female",2,0,"Research Assistant / Associate",2014
"ID128","male",5,0,"Research Assistant / Associate",2014
"ID129","male",3,0,"Other",2014
"ID131","female",0,0,"Other",2014
"ID134","female",0,0,"Lecturer",2014
"ID139","male",0,0,"Research Assistant / Associate",2014
"ID140","female",3,0,"Research Assistant / Associate",2014
"ID141","male",1,0,"Senior Lecturer / Reader",2014
"ID142","female",1,0,"Other",2014
"ID145","male",0,0,"Professor",2014
"ID147","female",0,0,"Research Fellow",2014
"ID149","male",0,0,"Research Assistant / Associate",2014
"ID152","female",0,0,"Lecturer",2014
"ID153","male",1,0,"Other",2014
"ID154","male",7,89.6742424242423,"Professor",2014
"ID155","female",3,0,"Other",2014
"ID157","female",0,0,"Research Fellow",2014
"ID159","female",3,0,"Senior Lecturer / Reader",2014
"ID162","male",0,0,"Senior Lecturer / Reader",2014
"ID163","male",2,0,"Other",2014
"ID165","female",2,103,"Lecturer",2014
"ID166","male",9,212.216666666667,"Professor",2014
"ID167","female",0,0,"Research Assistant / Associate",2014
"ID168","male",1,0,"Senior Lecturer / Reader",2014
"ID169","male",2,0,"Senior Lecturer / Reader",2014
"ID171","male",2,0,"Professor",2014
"ID172","male",0,0,"Senior Lecturer / Reader",2014
"ID177","male",3,6,"Senior Lecturer / Reader",2014
"ID186","male",3,0,"Research Fellow",2014
"ID195","female",4,103,"Professor",2014
"ID201","male",3,0,"Lecturer",2014
"ID202","male",0,0,"Other",2014
"ID204","female",0,0,"Research Fellow",2014
"ID205","female",2,4,"Senior Lecturer / Reader",2014
"ID206","female",3,0.25,"Other",2014
"ID214","female",9,873,"Lecturer",2014
"ID215","female",5,0,"Research Assistant / Associate",2014
"ID216","male",3,1.5,"Senior Lecturer / Reader",2014
"ID219","female",9,503.427272727272,"Professor",2014
"ID221","female",15,155.821212121212,"Other",2014
"ID225","male",9,114.383333333333,"Senior Lecturer / Reader",2014
"ID226","male",7,13.1575757575758,"Professor",2014
"ID227","male",0,0,"Research Assistant / Associate",2014
"ID230","male",1,0,"Other",2014
"ID238","male",2,0,"Other",2014
"ID243","male",7,58.0666666666667,"Senior Lecturer / Reader",2014
"ID250","male",1,0,"Research Fellow",2014
"ID255","female",2,0,"Professor",2014
"ID257","female",1,0,"Professor",2014
"ID258","male",0,0,"Professor",2014
"ID264","female",3,0,"Research Fellow",2014
"ID268","male",5,3.8,"Senior Lecturer / Reader",2014
"ID270","female",3,0,"Research Assistant / Associate",2014
"ID271","male",0,0,"Senior Lecturer / Reader",2014
"ID273","male",5,0,"Lecturer",2014
"ID275","female",0,0,"Research Fellow",2014
"ID276","female",0,0,"Other",2014
"ID284","female",2,0,"Other",2014
"ID285","male",0,0,"Professor",2014
"ID288","female",3,1.76666666666667,"Senior Lecturer / Reader",2014
"ID289","female",1,0,"Senior Lecturer / Reader",2014
"ID294","female",7,2380,"Professor",2014
"ID296","male",3,0,"Senior Lecturer / Reader",2014
"ID297","female",6,51,"Professor",2014
"ID298","female",3,0.333333333333333,"Professor",2014
"ID301","male",0,0,"Professor",2014
"ID302","male",3,0.5,"Professor",2014
"ID308","male",0,0,"Professor",2014
"ID310","male",9,504.1,"Professor",2014
"ID311","female",6,305,"Professor",2014
"ID312","male",5,24.1742424242424,"Professor",2014
"ID314","male",6,4.36666666666667,"Senior Lecturer / Reader",2014
"ID316","male",0,0,"Other",2014
"ID317","male",0,0,"Other",2014
"ID319","female",0,0,"Other",2014
"ID323","female",1,0,"Research Fellow",2014
"ID326","female",0,0,"Other",2014
"ID329","male",6,51,"Research Fellow",2014
"ID331","female",0,0,"Research Fellow",2014
"ID333","female",8,52.4166666666667,"Professor",2014
"ID337","male",5,103,"Other",2014
"ID340","male",0,0,"Other",2014
"ID343","male",9,224.2,"Professor",2014
"ID345","male",1,0,"Professor",2014
"ID346","male",0,0,"Research Assistant / Associate",2014
"ID349","male",3,205,"Professor",2014
"ID351","male",0,0,"Senior Lecturer / Reader",2014
"ID354","male",1,0,"Senior Lecturer / Reader",2014
"ID359","female",7,306.5,"Professor",2014
"ID361","male",7,171.8,"Professor",2014
"ID369","male",0,0,"Lecturer",2014
"ID372","female",0,0,"Lecturer",2014
"ID373","female",0,0,"Other",2014
"ID374","female",0,0,"Research Assistant / Associate",2014
"ID375","male",0,0,"Lecturer",2014
"ID378","male",19,2108.78787878788,"Professor",2014
"ID380","male",8,557.872727272727,"Professor",2014
"ID382","male",3,0.333333333333333,"Senior Lecturer / Reader",2014
"ID384","male",6,18.25,"Professor",2014
"ID387","male",11,394.101515151516,"Professor",2014
"ID388","male",4,138.033333333333,"Professor",2014
"ID389","male",2,0,"Research Fellow",2014
"ID391","male",6,21.65,"Professor",2014
"ID396","male",0,0,"Student",2014
"ID398","male",2,0,"Professor",2014
"ID402","female",0,0,"Research Fellow",2014
"ID404","male",0,0,"Research Assistant / Associate",2014
"ID405","male",0,0,"Other",2014
"ID409","male",0,0,"Professor",2014
"ID410","male",0,0,"Research Assistant / Associate",2014
"ID413","female",6,126.166666666667,"Other",2014
"ID415","female",0,0,"Senior Lecturer / Reader",2014
"ID416","male",0,0,"Research Assistant / Associate",2014
"ID417","male",0,0,"Other",2014
"ID424","male",0,0,"Research Fellow",2014
"ID427","female",3,0,"Research Fellow",2014
"ID428","female",0,0,"Research Fellow",2014
"ID429","female",0,0,"Lecturer",2014
"ID430","male",5,105.416666666667,"Professor",2014
"ID432","female",1,0,"Lecturer",2014
"ID433","female",2,0,"Other",2014
"ID434","male",0,0,"Senior Lecturer / Reader",2014
"ID437","female",0,0,"Senior Lecturer / Reader",2014
"ID440","male",1,0,"Other",2014
"ID441","female",2,0,"Other",2014
"ID442","male",3,0.5,"Other",2014
"ID443","female",4,0.333333333333333,"Other",2014
"ID448","male",0,0,"Professor",2014
"ID452","female",1,0,"Research Assistant / Associate",2014
"ID454","male",6,23.9666666666667,"Professor",2014
"ID456","male",1,0,"Research Assistant / Associate",2014
"ID459","male",5,4.33333333333333,"Professor",2014
"ID460","male",5,0,"Professor",2014
"ID464","female",5,3,"Professor",2014
"ID465","male",0,0,"Other",2014
"ID468","female",0,0,"Other",2014
"ID473","male",9,2267.06666666667,"Professor",2014
"ID475","female",7,131.966666666667,"Senior Lecturer / Reader",2014
"ID478","male",6,4.2,"Senior Lecturer / Reader",2014
"ID479","female",1,0,"Other",2014
"ID480","female",1,0,"Research Fellow",2014
"ID481","female",0,0,"Other",2014
"ID484","male",3,0,"Professor",2014
"ID487","male",3,46.4833333333333,"Research Fellow",2014
"ID488","male",5,34.4,"Other",2014
"ID492","female",0,0,"Professor",2014
"ID494","male",1,0,"Professor",2014
"ID496","female",2,0,"Other",2014
"ID501","female",0,0,"Lecturer",2014
"ID504","male",0,0,"Other",2014
"ID509","male",0,0,"Research Assistant / Associate",2014
"ID10","female",11,84.5,"Senior Lecturer / Reader",2017
"ID12","male",17,44.3395931304197,"Senior Lecturer / Reader",2017
"ID13","male",1,0,"Other",2017
"ID16","female",6,793,"Professor",2017
"ID18","male",0,0,"Research Fellow",2017
"ID23","female",0,0,"Other",2017
"ID24","female",6,0.604700854700855,"Professor",2017
"ID26","male",10,21.2333333333333,"Senior Lecturer / Reader",2017
"ID27","male",0,0,"Research Fellow",2017
"ID29","female",0,0,"Senior Lecturer / Reader",2017
"ID33","male",26,2474.7026128657,"Professor",2017
"ID35","male",2,0,"Research Assistant / Associate",2017
"ID37","female",1,0,"Research Assistant / Associate",2017
"ID41","male",2,0,"Research Assistant / Associate",2017
"ID42","female",0,0,"Research Assistant / Associate",2017
"ID43","male",4,3.08074229691877,"Other",2017
"ID46","female",1,0,"Other",2017
"ID47","female",0,0,"Other",2017
"ID49","male",1,0,"Research Fellow",2017
"ID51","male",0,0,"Student",2017
"ID56","male",2,0,"Senior Lecturer / Reader",2017
"ID59","female",2,0,"Senior Lecturer / Reader",2017
"ID60","female",0,0,"Research Assistant / Associate",2017
"ID61","male",0,0,"Lecturer",2017
"ID63","male",8,225.530887382312,"Professor",2017
"ID69","male",12,0,"Research Fellow",2017
"ID74","male",2,0,"Other",2017
"ID78","female",5,3,"Research Fellow",2017
"ID83","male",3,0.5,"Professor",2017
"ID85","male",1,0,"Research Assistant / Associate",2017
"ID88","female",0,0,"Lecturer",2017
"ID91","male",8,10.4833333333333,"Professor",2017
"ID96","female",3,0,"Other",2017
"ID97","female",1,0,"Research Assistant / Associate",2017
"ID102","male",1,0,"Other",2017
"ID104","female",0,0,"Other",2017
"ID105","female",1,0,"Senior Lecturer / Reader",2017
"ID106","female",1,0,"Professor",2017
"ID107","male",8,206.604700854701,"Research Assistant / Associate",2017
"ID108","male",3,3,"Professor",2017
"ID109","female",2,0,"Research Fellow",2017
"ID110","female",0,0,"Research Fellow",2017
"ID111","male",5,0,"Senior Lecturer / Reader",2017
"ID112","male",6,0,"Other",2017
"ID114","male",1,0,"Research Fellow",2017
"ID115","female",9,174.78535280509,"Senior Lecturer / Reader",2017
"ID116","male",1,0,"Research Fellow",2017
"ID117","male",0,0,"Senior Lecturer / Reader",2017
"ID120","male",1,0,"Research Fellow",2017
"ID129","male",1,0,"Other",2017
"ID130","male",0,0,"Research Fellow",2017
"ID131","female",2,104,"Other",2017
"ID134","female",8,1.02380952380952,"Lecturer",2017
"ID135","male",0,0,"Research Assistant / Associate",2017
"ID139","male",1,0,"Research Assistant / Associate",2017
"ID140","female",3,0,"Research Assistant / Associate",2017
"ID141","male",10,82.7542944393781,"Senior Lecturer / Reader",2017
"ID142","female",3,0,"Other",2017
"ID145","male",0,0,"Professor",2017
"ID147","female",0,0,"Research Fellow",2017
"ID153","male",1,0,"Other",2017
"ID154","male",17,128.344121573371,"Professor",2017
"ID157","female",1,0,"Research Fellow",2017
"ID159","female",5,1.11666666666667,"Senior Lecturer / Reader",2017
"ID162","male",2,0,"Senior Lecturer / Reader",2017
"ID165","female",1,0,"Lecturer",2017
"ID166","male",8,0,"Professor",2017
"ID167","female",0,0,"Research Assistant / Associate",2017
"ID168","male",6,109.354761904762,"Senior Lecturer / Reader",2017
"ID169","male",10,95.3590864690865,"Senior Lecturer / Reader",2017
"ID171","male",8,155,"Professor",2017
"ID172","male",7,188.194047619048,"Senior Lecturer / Reader",2017
"ID174","female",0,0,"Research Assistant / Associate",2017
"ID176","male",0,0,"Research Assistant / Associate",2017
"ID177","male",8,315.086993422291,"Senior Lecturer / Reader",2017
"ID178","male",0,0,"Research Fellow",2017
"ID180","male",3,0.476923076923077,"Research Assistant / Associate",2017
"ID181","female",8,0,"Research Assistant / Associate",2017
"ID184","female",12,0,"Research Assistant / Associate",2017
"ID186","male",1,0,"Research Fellow",2017
"ID188","male",0,0,"Other",2017
"ID195","female",6,44.1666666666667,"Professor",2017
"ID196","female",1,0,"Research Assistant / Associate",2017
