Title,date,year,time,pandemic,gender,race,race_group,job_cat,job_cat_old,job_cat_broad,job_cat_simplified,job_cat_simplified2,job_cat_simplified3,job_cat_simplified4,author_position,N_authors,individual_position,anon_id
Pub1143,05/06/2018,2018,2018-2019,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,first,12,1,ID372
Pub6556,01/06/2020,2020,2020-2021,pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,first,10,1,ID372
Pub5653,01/06/2022,2022,2022-2023,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,17,13,ID372
Pub4874,20/10/2020,2020,2020-2021,pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,25,18,ID372
Pub328,01/03/2021,2021,2020-2021,pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,10,2,ID372
Pub7084,01/12/2022,2022,2022-2023,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,first,11,1,ID372
Pub1063,01/12/2021,2021,2020-2021,pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,10,7,ID372
Pub4070,08/09/2020,2020,2020-2021,pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,last,9,9,ID372
Pub11395,22/04/2020,2020,2020-2021,pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,21,15,ID372
Pub929,15/07/2019,2019,2018-2019,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,18,5,ID372
Pub6530,16/09/2019,2019,2018-2019,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,10,9,ID372
Pub2857,01/06/2016,2016,2016-2017,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,first,6,1,ID372
Pub10569,01/12/2015,2015,2014-2015,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,4,3,ID372
Pub9753,11/09/2014,2014,2014-2015,not pandemic,female,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,first,7,1,ID372
Pub3472,01/04/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID473
Pub5051,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,52,52,ID473
Pub7056,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,5,ID473
Pub10568,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,13,9,ID473
Pub8884,25/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID473
Pub7057,15/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,2,ID473
Pub2644,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,22,22,ID473
Pub10168,18/02/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,8,ID473
Pub10946,19/07/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,17,8,ID473
Pub5276,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID473
Pub1551,01/05/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,first,3,1,ID473
Pub6605,19/07/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,12,12,ID473
Pub11570,11/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID473
Pub5269,05/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,2,ID473
Pub5721,01/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub8695,01/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub3956,01/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub2975,01/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,2,ID473
Pub6604,18/10/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub10608,01/12/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,4,ID473
Pub3755,01/11/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,first,8,1,ID473
Pub5743,05/12/2014,2014,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,11,8,ID473
Pub3980,23/01/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub4008,27/03/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID473
Pub2631,01/04/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,7,ID473
Pub4511,01/07/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID473
Pub9219,01/07/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID473
Pub133,31/07/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,12,3,ID473
Pub1120,01/10/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,16,16,ID473
Pub9864,03/12/2015,2015,2014-2015,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,49,48,ID473
Pub8894,01/02/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID473
Pub5409,01/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,15,15,ID473
Pub2640,25/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,11,10,ID473
Pub4123,01/06/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,first,28,1,ID473
Pub6603,01/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub8880,13/09/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub8487,01/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,2,ID473
Pub5295,08/07/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,3,ID473
Pub7597,01/09/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub10457,01/09/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,14,14,ID473
Pub4073,01/12/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,9,9,ID473
Pub8219,01/10/2016,2016,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub2367,01/01/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID473
Pub5985,01/01/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub2659,01/04/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID473
Pub5713,01/05/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,13,13,ID473
Pub411,22/02/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,6,ID473
Pub8220,01/05/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,13,13,ID473
Pub3333,01/04/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,5,ID473
Pub4548,01/03/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,14,12,ID473
Pub6087,15/05/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,NA,1,NA,ID473
Pub10571,12/04/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,4,ID473
Pub3310,01/10/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,17,11,ID473
Pub10397,11/05/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID473
Pub7298,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,9,7,ID473
Pub1832,01/03/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,9,ID473
Pub5208,08/12/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub8405,23/10/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,15,15,ID473
Pub2523,28/11/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID473
Pub3462,01/11/2017,2017,2016-2017,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID473
Pub2651,01/03/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,25,6,ID473
Pub10343,27/03/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub4487,01/03/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub10489,01/05/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,12,6,ID473
Pub9942,15/05/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,8,4,ID473
Pub7581,08/06/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID473
Pub1020,01/11/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID473
Pub10979,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID473
Pub10248,18/07/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,13,10,ID473
Pub7091,18/09/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID473
Pub9154,01/03/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID473
Pub10453,28/11/2018,2018,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub10367,01/03/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,11,10,ID473
Pub5207,01/01/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,5,ID473
Pub10466,01/06/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub8918,01/01/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,5,5,ID473
Pub3957,01/06/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID473
Pub2935,28/02/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,6,6,ID473
Pub9938,10/04/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,6,ID473
Pub1113,01/05/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,22,2,ID473
Pub1707,30/03/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,77,16,ID473
Pub6964,01/03/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID473
Pub1010,01/07/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID473
Pub2656,01/07/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,28,9,ID473
Pub10572,12/06/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,2,2,ID473
Pub10443,01/09/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub7528,01/02/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID473
Pub10467,01/10/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub5668,02/12/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,9,ID473
Pub6550,15/10/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub10266,15/12/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,10,10,ID473
Pub11496,01/11/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub10328,09/11/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,first,2,1,ID473
Pub10267,15/12/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,10,10,ID473
Pub5669,23/01/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,9,ID473
Pub10167,01/01/2019,2019,2018-2019,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,working group,14,NA,ID473
Pub3450,08/02/2020,2020,2020-2021,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID473
Pub6031,01/03/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,24,24,ID473
Pub4216,04/03/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,4,3,ID473
Pub10422,01/03/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,9,ID473
Pub10577,01/10/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub3987,13/08/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,56,31,ID473
Pub7533,01/11/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,3,2,ID473
Pub8082,01/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,50,50,ID473
Pub9833,20/08/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,working group,45,NA,ID473
Pub8072,01/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,19,18,ID473
Pub2480,01/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,3,ID473
Pub2191,07/08/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,20,15,ID473
Pub11165,01/09/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub7071,10/08/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,6,3,ID473
Pub9144,01/12/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,56,23,ID473
Pub8901,01/10/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,9,9,ID473
Pub8096,01/08/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,5,ID473
Pub4302,19/10/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub9713,03/12/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,NA,53,NA,ID473
Pub8080,01/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,12,11,ID473
Pub10315,01/04/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,4,4,ID473
Pub10584,01/12/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,5,4,ID473
Pub1991,28/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,13,9,ID473
Pub3455,13/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,14,14,ID473
Pub3995,30/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,48,20,ID473
Pub8390,01/01/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,11,11,ID473
Pub6309,13/07/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,12,ID473
Pub2521,16/07/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,24,ID473
Pub156,01/12/2020,2020,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,8,8,ID473
Pub11168,29/10/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,53,53,ID473
Pub10436,28/10/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,3,3,ID473
Pub7053,01/10/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,17,6,ID473
Pub5265,09/11/2021,2021,2020-2021,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,13,6,ID473
Pub9542,08/02/2022,2022,2022-2023,pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,9,9,ID473
Pub2646,01/05/2022,2022,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,38,12,ID473
Pub7843,28/06/2022,2022,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,51,48,ID473
Pub2489,03/10/2022,2022,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,10,6,ID473
Pub2532,01/12/2022,2022,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,33,17,ID473
Pub2643,01/01/2023,2023,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub4904,01/04/2023,2023,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,21,17,ID473
Pub5448,NA,2023,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,first,7,1,ID473
Pub9771,NA,2023,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,15,15,ID473
Pub5449,04/05/2023,2023,2022-2023,not pandemic,male,white,white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,7,7,ID473
Pub648,01/02/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,12,ID154
Pub7989,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,15,ID154
Pub8130,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,44,ID154
Pub4742,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,56,38,ID154
Pub7409,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,45,ID154
Pub8208,15/04/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,44,43,ID154
Pub4576,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,23,13,ID154
Pub7897,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,44,43,ID154
Pub11475,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,10,ID154
Pub5857,01/06/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,44,43,ID154
Pub629,15/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,37,ID154
Pub3161,01/02/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,38,37,ID154
Pub7924,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,50,48,ID154
Pub9507,15/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,47,47,ID154
Pub8437,15/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,47,47,ID154
Pub2260,15/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,53,53,ID154
Pub10691,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,1,1,ID154
Pub2104,01/03/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,38,35,ID154
Pub6251,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,26,22,ID154
Pub3141,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,31,5,ID154
Pub5798,01/09/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,48,47,ID154
