Title,date,year,time,pandemic,gender,race,race_group,job_cat,job_cat_old,job_cat_broad,job_cat_simplified,job_cat_simplified2,job_cat_simplified3,job_cat_simplified4,author_position,N_authors,individual_position,anon_id
Pub8244,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,87,50,ID168
Pub9233,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,73,41,ID168
Pub8584,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,85,48,ID168
Pub2611,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,73,41,ID168
Pub2717,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,72,41,ID168
Pub6132,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,88,51,ID168
Pub5461,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,87,50,ID168
Pub4279,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,77,40,ID168
Pub9793,01/01/2018,2018,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,76,39,ID168
Pub1039,01/09/2019,2019,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub3649,01/01/2020,2020,2020-2021,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub2657,01/09/2019,2019,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,first,4,1,ID168
Pub8245,01/11/2019,2019,2018-2019,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub10953,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,first,16,1,ID168
Pub1473,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,16,13,ID168
Pub8330,01/12/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,first,4,1,ID168
Pub1348,01/01/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub11543,01/02/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,34,13,ID168
Pub3417,12/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,12,2,ID168
Pub5562,01/01/2020,2020,2020-2021,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,6,6,ID168
Pub9521,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,3,ID168
Pub9537,01/06/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub9470,13/08/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,5,5,ID168
Pub7792,01/09/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,15,2,ID168
Pub8585,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,20,8,ID168
Pub1471,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,17,5,ID168
Pub10954,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,15,6,ID168
Pub4088,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,18,15,ID168
Pub1941,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,16,5,ID168
Pub5987,01/01/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub3606,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,17,NA,ID168
Pub5573,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,14,NA,ID168
Pub6958,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,18,NA,ID168
Pub3306,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,16,NA,ID168
Pub9822,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,16,NA,ID168
Pub4052,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,15,NA,ID168
Pub4091,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,5,NA,ID168
Pub9535,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,14,NA,ID168
Pub1899,01/07/2020,2020,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,working group,18,NA,ID168
Pub8246,01/01/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub1172,07/01/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub4293,01/01/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub10062,06/03/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub5497,01/04/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub9254,30/04/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub10051,26/04/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,7,2,ID168
Pub4899,30/04/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,5,5,ID168
Pub4056,25/05/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub9659,17/06/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,485,133,ID168
Pub9658,24/06/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,429,121,ID168
Pub4280,14/06/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,7,2,ID168
Pub8264,14/07/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub8144,01/12/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,8,5,ID168
Pub2084,01/10/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,5,5,ID168
Pub8328,01/10/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub9502,01/12/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,6,2,ID168
Pub4432,03/10/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub2090,19/10/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,5,5,ID168
Pub6068,12/11/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,alphabetical group,5,2,ID168
Pub3729,13/11/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,17,6,ID168
Pub8624,03/11/2021,2021,2020-2021,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,6,5,ID168
Pub6516,07/01/2022,2022,2022-2023,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,3,ID168
Pub6190,10/01/2022,2022,2022-2023,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,3,2,ID168
Pub6562,17/01/2022,2022,2022-2023,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub2089,01/01/2022,2022,2022-2023,pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,8,8,ID168
Pub5277,01/04/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub1719,01/06/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub7790,26/04/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub3501,29/06/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,7,4,ID168
Pub8989,01/10/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,3,ID168
Pub5563,13/09/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,9,9,ID168
Pub2616,01/09/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID168
Pub4887,01/10/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,5,5,ID168
Pub224,01/10/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,4,ID168
Pub274,01/01/2023,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID168
Pub7784,01/01/2023,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,6,6,ID168
Pub3793,01/02/2023,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,6,6,ID168
Pub5431,NA,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,9,9,ID168
Pub7266,NA,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,6,5,ID168
Pub8988,01/11/2022,2022,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,3,ID168
Pub239,01/04/2023,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,6,6,ID168
Pub8742,01/06/2023,2023,2022-2023,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,1,1,ID168
Pub4107,26/03/2015,2015,2014-2015,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,23,4,ID375
Pub3323,01/04/2019,2019,2018-2019,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,first,5,1,ID375
Pub9435,18/01/2014,2014,2014-2015,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,5,2,ID375
Pub8569,01/01/2017,2017,2016-2017,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,last,12,12,ID375
Pub3443,11/04/2015,2015,2014-2015,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,7,3,ID375
Pub3753,07/03/2015,2015,2014-2015,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,5,2,ID375
Pub2633,24/02/2014,2014,2014-2015,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,3,2,ID375
Pub2196,01/09/2015,2015,2014-2015,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,15,3,ID375
Pub10511,01/01/2017,2017,2016-2017,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,8,2,ID375
Pub9768,17/10/2018,2018,2018-2019,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,10,2,ID375
Pub4988,17/12/2019,2019,2018-2019,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,14,2,ID375
Pub2628,13/05/2023,2023,2022-2023,not pandemic,male,white,white,Lecturer,Lecturer / Senior Lecturer,Tenure,Lecturer,Lecturer / Reader,Lecturer,Lecturer,middle,11,10,ID375
Pub10302,01/01/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,4,3,ID141
Pub4724,01/02/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,54,13,ID141
Pub9333,01/05/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,36,8,ID141
Pub1130,01/04/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,47,3,ID141
Pub1185,17/07/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,9,8,ID141
Pub6874,01/09/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,25,9,ID141
Pub511,07/11/2014,2014,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,13,9,ID141
Pub11199,01/04/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,12,11,ID141
Pub1006,01/02/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,4,3,ID141
Pub7364,12/02/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,NA,406,NA,ID141
Pub3817,01/03/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,alphabetical group,5,3,ID141
Pub461,01/01/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID141
Pub1585,01/05/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,4,2,ID141
Pub3220,01/01/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID141
Pub8841,01/08/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,9,7,ID141
Pub460,15/09/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,4,4,ID141
Pub3816,01/01/2016,2016,2016-2017,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,last,3,3,ID141
Pub3819,01/02/2016,2016,2016-2017,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,5,4,ID141
Pub4266,01/05/2016,2016,2016-2017,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,first,7,1,ID141
Pub4633,22/12/2015,2015,2014-2015,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,NA,14,NA,ID141
Pub8173,01/03/2016,2016,2016-2017,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,18,17,ID141
Pub6878,01/07/2016,2016,2016-2017,not pandemic,male,white,white,Senior Lecturer,Lecturer / Senior Lecturer,Tenure,Senior Lecturer / Reader,Lecturer / Reader,Senior Lecturer / Reader,Senior Lecturer / Reader,middle,98,20,ID141
